variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
62,arugula,lettuce,7,,,,,March,May,March,November
62,arugula,lettuce,8,,,,,March,April,March,December
62,arugula,lettuce,9,,,,,February,March,February,December
62,arugula,lettuce,10,,,,,January,March,January,December
62,arugula,lettuce,11,,,,,January,February,January,December
62,arugula,lettuce,12,,,,,January,February,January,December
62,arugula,lettuce,13,,,,,January,February,January,December
64,spinach,lettuce,1,,,,,June,July,June,September
64,spinach,lettuce,2,,,,,May,July,June,September
64,spinach,lettuce,3,,,,,May,June,May,October
64,spinach,lettuce,4,,,,,April,June,May,October
64,spinach,lettuce,5,,,,,April,May,May,November
64,spinach,lettuce,6,,,,,April,May,April,November
64,spinach,lettuce,7,,,,,March,May,April,November
64,spinach,lettuce,8,,,,,March,April,March,December
64,spinach,lettuce,9,,,,,February,March,February,December
64,spinach,lettuce,10,,,,,January,March,February,December
64,spinach,lettuce,11,,,,,January,February,January,December
64,spinach,lettuce,12,,,,,January,February,January,December
64,spinach,lettuce,13,,,,,January,February,January,December
65,m-che-corn-salad,lettuce,1,,,,,June,July,July,September
65,m-che-corn-salad,lettuce,2,,,,,May,July,July,September
65,m-che-corn-salad,lettuce,3,,,,,May,June,June,October
65,m-che-corn-salad,lettuce,4,,,,,April,June,June,October
65,m-che-corn-salad,lettuce,5,,,,,April,May,June,November
65,m-che-corn-salad,lettuce,6,,,,,April,May,May,November
65,m-che-corn-salad,lettuce,7,,,,,March,May,May,November
65,m-che-corn-salad,lettuce,8,,,,,March,April,April,December
65,m-che-corn-salad,lettuce,9,,,,,February,March,March,December
65,m-che-corn-salad,lettuce,10,,,,,January,March,March,December
65,m-che-corn-salad,lettuce,11,,,,,January,February,February,December
65,m-che-corn-salad,lettuce,12,,,,,January,February,February,December
65,m-che-corn-salad,lettuce,13,,,,,January,February,February,December
66,genovese-basil,herb,10,January,January,February,April,,,April,December
68,flat-leaf-parsley,herb,3,April,May,June,July,,,July,October
68,flat-leaf-parsley,herb,4,March,April,June,July,,,July,October
68,flat-leaf-parsley,herb,5,March,April,May,June,,,June,October
68,flat-leaf-parsley,herb,6,March,April,May,June,,,June,November
68,flat-leaf-parsley,herb,7,February,March,April,June,,,June,November
68,flat-leaf-parsley,herb,8,February,March,April,May,,,May,December
68,flat-leaf-parsley,herb,9,January,February,March,April,,,April,December
70,common-thyme,herb,5,March,April,May,June,,,June,October
70,common-thyme,herb,6,March,April,May,June,,,June,November
70,common-thyme,herb,7,February,March,April,June,,,June,November
70,common-thyme,herb,8,February,March,April,May,,,May,December
70,common-thyme,herb,9,January,February,March,April,,,April,December
71,sweet-basil,herb,10,January,January,February,April,,,April,December
72,curly-parsley,herb,3,April,May,June,July,,,July,October
72,curly-parsley,herb,4,March,April,June,July,,,July,October
72,curly-parsley,herb,5,March,April,May,June,,,June,October
72,curly-parsley,herb,6,March,April,May,June,,,June,November
72,curly-parsley,herb,7,February,March,April,June,,,June,November
72,curly-parsley,herb,8,February,March,April,May,,,May,December
72,curly-parsley,herb,9,January,February,March,April,,,April,December
75,cilantro,herb,2,April,May,June,August,,,August,September
75,cilantro,herb,3,April,May,June,July,,,July,October
75,cilantro,herb,4,March,April,June,July,,,July,October
75,cilantro,herb,5,March,April,May,June,,,June,October
75,cilantro,herb,6,March,April,May,June,,,June,November
75,cilantro,herb,7,February,March,April,June,,,June,November
75,cilantro,herb,8,February,March,April,May,,,May,December
75,cilantro,herb,9,January,February,March,April,,,April,December
75,cilantro,herb,10,January,January,February,April,,,April,December
75,cilantro,herb,11,January,January,January,March,,,March,December
77,pesto-perpetuo-basil,herb,10,January,January,February,April,,,April,December
78,chocolate-mint,herb,2,April,May,June,August,,,August,September
78,chocolate-mint,herb,3,April,May,June,July,,,July,October
78,chocolate-mint,herb,4,March,April,June,July,,,July,October
78,chocolate-mint,herb,5,March,April,May,June,,,June,October
78,chocolate-mint,herb,6,March,April,May,June,,,June,November
78,chocolate-mint,herb,7,February,March,April,June,,,June,November
78,chocolate-mint,herb,8,February,March,April,May,,,May,December
78,chocolate-mint,herb,9,January,February,March,April,,,April,December
78,chocolate-mint,herb,10,January,January,February,April,,,April,December
78,chocolate-mint,herb,11,January,January,January,March,,,March,December
80,purple-ruffles-basil,herb,10,January,January,February,April,,,April,December
81,italian-large-leaf-basil,herb,10,January,January,February,April,,,April,December
83,spicy-globe-basil,herb,10,January,January,February,April,,,April,December
84,silver-thyme,herb,5,March,April,May,June,,,June,October
84,silver-thyme,herb,6,March,April,May,June,,,June,November
84,silver-thyme,herb,7,February,March,April,June,,,June,November
84,silver-thyme,herb,8,February,March,April,May,,,May,December
84,silver-thyme,herb,9,January,February,March,April,,,April,December
86,cherokee-trail-of-tears,bean,1,,,,,July,August,November,August
86,cherokee-trail-of-tears,bean,2,,,,,June,August,October,September
86,cherokee-trail-of-tears,bean,3,,,,,June,July,October,October
86,cherokee-trail-of-tears,bean,4,,,,,June,July,September,October
86,cherokee-trail-of-tears,bean,5,,,,,May,June,September,October
86,cherokee-trail-of-tears,bean,6,,,,,May,June,September,October
86,cherokee-trail-of-tears,bean,7,,,,,April,June,August,October
86,cherokee-trail-of-tears,bean,8,,,,,April,May,August,September
86,cherokee-trail-of-tears,bean,9,,,,,March,April,July,August
86,cherokee-trail-of-tears,bean,10,,,,,February,April,June,August
86,cherokee-trail-of-tears,bean,11,,,,,January,March,May,July
86,cherokee-trail-of-tears,bean,12,,,,,January,March,May,July
86,cherokee-trail-of-tears,bean,13,,,,,January,March,May,July
87,blue-lake-bush-274,bean,1,,,,,July,August,September,August
87,blue-lake-bush-274,bean,2,,,,,June,August,September,September
87,blue-lake-bush-274,bean,3,,,,,June,July,August,October
87,blue-lake-bush-274,bean,4,,,,,June,July,August,October
87,blue-lake-bush-274,bean,5,,,,,May,June,August,September
87,blue-lake-bush-274,bean,6,,,,,May,June,July,September
87,blue-lake-bush-274,bean,7,,,,,April,June,July,August
87,blue-lake-bush-274,bean,8,,,,,April,May,June,August
87,blue-lake-bush-274,bean,9,,,,,March,April,May,July
87,blue-lake-bush-274,bean,10,,,,,February,April,May,June
87,blue-lake-bush-274,bean,11,,,,,January,March,April,May
87,blue-lake-bush-274,bean,12,,,,,January,March,April,May
87,blue-lake-bush-274,bean,13,,,,,January,March,April,May
88,kentucky-wonder-pole,bean,1,,,,,July,August,October,August
88,kentucky-wonder-pole,bean,2,,,,,June,August,September,September
88,kentucky-wonder-pole,bean,3,,,,,June,July,September,October
88,kentucky-wonder-pole,bean,4,,,,,June,July,September,October
88,kentucky-wonder-pole,bean,5,,,,,May,June,August,October
88,kentucky-wonder-pole,bean,6,,,,,May,June,August,September
88,kentucky-wonder-pole,bean,7,,,,,April,June,July,September
88,kentucky-wonder-pole,bean,8,,,,,April,May,July,August
88,kentucky-wonder-pole,bean,9,,,,,March,April,June,July
88,kentucky-wonder-pole,bean,10,,,,,February,April,May,July
88,kentucky-wonder-pole,bean,11,,,,,January,March,April,June
88,kentucky-wonder-pole,bean,12,,,,,January,March,April,June
88,kentucky-wonder-pole,bean,13,,,,,January,March,April,June
89,provider-bush,bean,1,,,,,July,August,September,August
89,provider-bush,bean,2,,,,,June,August,September,September
89,provider-bush,bean,3,,,,,June,July,August,October
89,provider-bush,bean,4,,,,,June,July,August,October
89,provider-bush,bean,5,,,,,May,June,August,September
89,provider-bush,bean,6,,,,,May,June,July,September
89,provider-bush,bean,7,,,,,April,June,July,August
89,provider-bush,bean,8,,,,,April,May,June,August
89,provider-bush,bean,9,,,,,March,April,May,July
89,provider-bush,bean,10,,,,,February,April,May,June
89,provider-bush,bean,11,,,,,January,March,April,May
89,provider-bush,bean,12,,,,,January,March,April,May
89,provider-bush,bean,13,,,,,January,March,April,May
90,dragon-tongue,bean,1,,,,,July,August,October,August
90,dragon-tongue,bean,2,,,,,June,August,September,September
90,dragon-tongue,bean,3,,,,,June,July,September,October
90,dragon-tongue,bean,4,,,,,June,July,August,October
90,dragon-tongue,bean,5,,,,,May,June,August,October
90,dragon-tongue,bean,6,,,,,May,June,August,September
90,dragon-tongue,bean,7,,,,,April,June,July,September
90,dragon-tongue,bean,8,,,,,April,May,July,August
90,dragon-tongue,bean,9,,,,,March,April,June,July
90,dragon-tongue,bean,10,,,,,February,April,May,July
90,dragon-tongue,bean,11,,,,,January,March,April,June
90,dragon-tongue,bean,12,,,,,January,March,April,June
90,dragon-tongue,bean,13,,,,,January,March,April,June
91,scarlet-runner-bean,bean,1,,,,,July,August,September,August
91,scarlet-runner-bean,bean,2,,,,,June,August,September,September
91,scarlet-runner-bean,bean,3,,,,,June,July,August,October
91,scarlet-runner-bean,bean,4,,,,,June,July,August,September
91,scarlet-runner-bean,bean,5,,,,,May,June,August,September
91,scarlet-runner-bean,bean,6,,,,,May,June,July,September
91,scarlet-runner-bean,bean,7,,,,,April,June,July,August
91,scarlet-runner-bean,bean,8,,,,,April,May,June,August
91,scarlet-runner-bean,bean,9,,,,,March,April,May,July
91,scarlet-runner-bean,bean,10,,,,,February,April,May,June
91,scarlet-runner-bean,bean,11,,,,,January,March,April,May
91,scarlet-runner-bean,bean,12,,,,,January,March,April,May
91,scarlet-runner-bean,bean,13,,,,,January,March,April,May
92,romano-italian-bush-bean,bean,1,,,,,July,August,September,August
92,romano-italian-bush-bean,bean,2,,,,,June,August,September,September
92,romano-italian-bush-bean,bean,3,,,,,June,July,August,October
92,romano-italian-bush-bean,bean,4,,,,,June,July,August,October
